"pid","wave","item_id","value","answer_status","missing_code","source_mode","answered"
"P000129",2019,"TRN",,"not_applicable","not_applicable","web",0
"P000130",2019,"EMP","retired","answered",,"phone",1
"P000130",2019,"INC",,"not_applicable","not_applicable","phone",0
"P000130",2019,"LSAT","6","answered",,"phone",1
"P000130",2019,"TRN",,"not_applicable","not_applicable","phone",0
"P000001",2020,"EMP","retired","answered",,"paper",1
"P000001",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000001",2020,"LSAT",,"no_answer","no_answer","paper",0
"P000001",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000002",2020,"EMP","employed","answered",,"phone",1
"P000002",2020,"INC","2280","answered",,"phone",1
"P000002",2020,"LSAT","7","answered",,"phone",1
"P000002",2020,"TRN","4","answered",,"phone",1
"P000003",2020,"EMP","employed","answered",,"phone",1
"P000003",2020,"INC","1020","answered",,"phone",1
"P000003",2020,"LSAT","6","answered",,"phone",1
"P000003",2020,"TRN","6","answered",,"phone",1
"P000004",2020,"EMP","employed","answered",,"web",1
"P000004",2020,"INC","1360","answered",,"web",1
"P000004",2020,"LSAT","7","answered",,"web",1
"P000004",2020,"TRN","7","answered",,"web",1
"P000005",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000005",2020,"INC",,"not_applicable","not_applicable","web",0
"P000005",2020,"LSAT","6","answered",,"web",1
"P000005",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000006",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000006",2020,"INC",,"not_applicable","not_applicable","web",0
"P000006",2020,"LSAT","6","answered",,"web",1
"P000006",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000007",2020,"EMP","education","answered",,"web",1
"P000007",2020,"INC",,"not_applicable","not_applicable","web",0
"P000007",2020,"LSAT","6","answered",,"web",1
"P000007",2020,"TRN","6","answered",,"web",1
"P000008",2020,"EMP","retired","answered",,"web",1
"P000008",2020,"INC",,"not_applicable","not_applicable","web",0
"P000008",2020,"LSAT","6","answered",,"web",1
"P000008",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000009",2020,"EMP","employed","answered",,"web",1
"P000009",2020,"INC","3640","answered",,"web",1
"P000009",2020,"LSAT","8","answered",,"web",1
"P000009",2020,"TRN","6","answered",,"web",1
"P000010",2020,"EMP","retired","answered",,"web",1
"P000010",2020,"INC",,"not_applicable","not_applicable","web",0
"P000010",2020,"LSAT","6","answered",,"web",1
"P000010",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000011",2020,"EMP","education","answered",,"web",1
"P000011",2020,"INC",,"not_applicable","not_applicable","web",0
"P000011",2020,"LSAT","6","answered",,"web",1
"P000011",2020,"TRN","5","answered",,"web",1
"P000012",2020,"EMP","employed","answered",,"web",1
"P000012",2020,"INC","1460","answered",,"web",1
"P000012",2020,"LSAT","6","answered",,"web",1
"P000012",2020,"TRN","8","answered",,"web",1
"P000013",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000013",2020,"INC",,"not_applicable","not_applicable","web",0
"P000013",2020,"LSAT","6","answered",,"web",1
"P000013",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000014",2020,"EMP","unemployed","answered",,"phone",1
"P000014",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000014",2020,"LSAT","7","answered",,"phone",1
"P000014",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000015",2020,"EMP","retired","answered",,"paper",1
"P000015",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000015",2020,"LSAT","6","answered",,"paper",1
"P000015",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000016",2020,"EMP","education","answered",,"phone",1
"P000016",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000016",2020,"LSAT","6","answered",,"phone",1
"P000016",2020,"TRN","4","answered",,"phone",1
"P000017",2020,"EMP","retired","answered",,"web",1
"P000017",2020,"INC",,"not_applicable","not_applicable","web",0
"P000017",2020,"LSAT","6","answered",,"web",1
"P000017",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000018",2020,"EMP","unemployed","answered",,"web",1
"P000018",2020,"INC",,"not_applicable","not_applicable","web",0
"P000018",2020,"LSAT","6","answered",,"web",1
"P000018",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000019",2020,"EMP","retired","answered",,"web",1
"P000019",2020,"INC",,"not_applicable","not_applicable","web",0
"P000019",2020,"LSAT","7","answered",,"web",1
"P000019",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000020",2020,"EMP","education","answered",,"web",1
"P000020",2020,"INC",,"not_applicable","not_applicable","web",0
"P000020",2020,"LSAT","7","answered",,"web",1
"P000020",2020,"TRN","9","answered",,"web",1
"P000021",2020,"EMP","retired","answered",,"phone",1
"P000021",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000021",2020,"LSAT","7","answered",,"phone",1
"P000021",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000022",2020,"EMP","employed","answered",,"web",1
"P000022",2020,"INC","2620","answered",,"web",1
"P000022",2020,"LSAT","7","answered",,"web",1
"P000022",2020,"TRN","5","answered",,"web",1
"P000023",2020,"EMP","employed","answered",,"web",1
"P000023",2020,"INC","1860","answered",,"web",1
"P000023",2020,"LSAT","7","answered",,"web",1
"P000023",2020,"TRN","7","answered",,"web",1
"P000024",2020,"EMP","unemployed","answered",,"web",1
"P000024",2020,"INC",,"not_applicable","not_applicable","web",0
"P000024",2020,"LSAT","6","answered",,"web",1
"P000024",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000025",2020,"EMP","unemployed","answered",,"web",1
"P000025",2020,"INC",,"not_applicable","not_applicable","web",0
"P000025",2020,"LSAT","6","answered",,"web",1
"P000025",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000026",2020,"EMP","retired","answered",,"phone",1
"P000026",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000026",2020,"LSAT","6","answered",,"phone",1
"P000026",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000027",2020,"EMP","employed","answered",,"web",1
"P000027",2020,"INC",,"no_answer","no_answer","web",0
"P000027",2020,"LSAT","7","answered",,"web",1
"P000027",2020,"TRN","7","answered",,"web",1
"P000028",2020,"EMP","employed","answered",,"web",1
"P000028",2020,"INC","3140","answered",,"web",1
"P000028",2020,"LSAT","7","answered",,"web",1
"P000028",2020,"TRN","5","answered",,"web",1
"P000029",2020,"EMP","employed","answered",,"web",1
"P000029",2020,"INC","5580","answered",,"web",1
"P000029",2020,"LSAT","7","answered",,"web",1
"P000029",2020,"TRN","2","answered",,"web",1
"P000030",2020,"EMP","unemployed","answered",,"phone",1
"P000030",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000030",2020,"LSAT","6","answered",,"phone",1
"P000030",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000031",2020,"EMP","retired","answered",,"web",1
"P000031",2020,"INC",,"not_applicable","not_applicable","web",0
"P000031",2020,"LSAT",,"no_answer","no_answer","web",0
"P000031",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000032",2020,"EMP","unemployed","answered",,"paper",1
"P000032",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000032",2020,"LSAT","6","answered",,"paper",1
"P000032",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000033",2020,"EMP","unemployed","answered",,"web",1
"P000033",2020,"INC",,"not_applicable","not_applicable","web",0
"P000033",2020,"LSAT","6","answered",,"web",1
"P000033",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000034",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000034",2020,"INC",,"not_applicable","not_applicable","web",0
"P000034",2020,"LSAT","6","answered",,"web",1
"P000034",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000035",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000035",2020,"INC",,"not_applicable","not_applicable","web",0
"P000035",2020,"LSAT","7","answered",,"web",1
"P000035",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000036",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000036",2020,"INC",,"not_applicable","not_applicable","web",0
"P000036",2020,"LSAT","6","answered",,"web",1
"P000036",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000038",2020,"EMP","employed","answered",,"web",1
"P000038",2020,"INC",,"no_answer","no_answer","web",0
"P000038",2020,"LSAT","6","answered",,"web",1
"P000038",2020,"TRN","7","answered",,"web",1
"P000039",2020,"EMP","employed","answered",,"web",1
"P000039",2020,"INC","1000","answered",,"web",1
"P000039",2020,"LSAT","6","answered",,"web",1
"P000039",2020,"TRN","8","answered",,"web",1
"P000040",2020,"EMP","employed","answered",,"web",1
"P000040",2020,"INC","4840","answered",,"web",1
"P000040",2020,"LSAT","7","answered",,"web",1
"P000040",2020,"TRN","4","answered",,"web",1
"P000041",2020,"EMP","retired","answered",,"phone",1
"P000041",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000041",2020,"LSAT","6","answered",,"phone",1
"P000041",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000042",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000042",2020,"INC",,"not_applicable","not_applicable","web",0
"P000042",2020,"LSAT","7","answered",,"web",1
"P000042",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000043",2020,"EMP","employed","answered",,"web",1
"P000043",2020,"INC","2080","answered",,"web",1
"P000043",2020,"LSAT","7","answered",,"web",1
"P000043",2020,"TRN","6","answered",,"web",1
"P000044",2020,"EMP","not_in_labor_force","answered",,"phone",1
"P000044",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000044",2020,"LSAT","5","answered",,"phone",1
"P000044",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000045",2020,"EMP","retired","answered",,"web",1
"P000045",2020,"INC",,"not_applicable","not_applicable","web",0
"P000045",2020,"LSAT","6","answered",,"web",1
"P000045",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000046",2020,"EMP","employed","answered",,"web",1
"P000046",2020,"INC","1650","answered",,"web",1
"P000046",2020,"LSAT","7","answered",,"web",1
"P000046",2020,"TRN","6","answered",,"web",1
"P000047",2020,"EMP","retired","answered",,"web",1
"P000047",2020,"INC",,"not_applicable","not_applicable","web",0
"P000047",2020,"LSAT","6","answered",,"web",1
"P000047",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000048",2020,"EMP","employed","answered",,"phone",1
"P000048",2020,"INC","3120","answered",,"phone",1
"P000048",2020,"LSAT","8","answered",,"phone",1
"P000048",2020,"TRN","5","answered",,"phone",1
"P000049",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000049",2020,"INC",,"not_applicable","not_applicable","web",0
"P000049",2020,"LSAT","6","answered",,"web",1
"P000049",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000050",2020,"EMP","retired","answered",,"paper",1
"P000050",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000050",2020,"LSAT","5","answered",,"paper",1
"P000050",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000051",2020,"EMP","unemployed","answered",,"phone",1
"P000051",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000051",2020,"LSAT","5","answered",,"phone",1
"P000051",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000052",2020,"EMP","employed","answered",,"web",1
"P000052",2020,"INC","900","answered",,"web",1
"P000052",2020,"LSAT","6","answered",,"web",1
"P000052",2020,"TRN","2","answered",,"web",1
"P000053",2020,"EMP","employed","answered",,"phone",1
"P000053",2020,"INC","3190","answered",,"phone",1
"P000053",2020,"LSAT","7","answered",,"phone",1
"P000053",2020,"TRN","4","answered",,"phone",1
"P000054",2020,"EMP","employed","answered",,"web",1
"P000054",2020,"INC",,"no_answer","no_answer","web",0
"P000054",2020,"LSAT","6","answered",,"web",1
"P000054",2020,"TRN","10","answered",,"web",1
"P000055",2020,"EMP","employed","answered",,"web",1
"P000055",2020,"INC","2050","answered",,"web",1
"P000055",2020,"LSAT","7","answered",,"web",1
"P000055",2020,"TRN","4","answered",,"web",1
"P000056",2020,"EMP","employed","answered",,"phone",1
"P000056",2020,"INC","1800","answered",,"phone",1
"P000056",2020,"LSAT","7","answered",,"phone",1
"P000056",2020,"TRN",,"no_answer","no_answer","phone",0
"P000059",2020,"EMP","retired","answered",,"web",1
"P000059",2020,"INC",,"not_applicable","not_applicable","web",0
"P000059",2020,"LSAT","7","answered",,"web",1
"P000059",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000060",2020,"EMP","employed","answered",,"phone",1
"P000060",2020,"INC","850","answered",,"phone",1
"P000060",2020,"LSAT","6","answered",,"phone",1
"P000060",2020,"TRN",,"no_answer","no_answer","phone",0
"P000061",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000061",2020,"INC",,"not_applicable","not_applicable","web",0
"P000061",2020,"LSAT","6","answered",,"web",1
"P000061",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000063",2020,"EMP","education","answered",,"phone",1
"P000063",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000063",2020,"LSAT","6","answered",,"phone",1
"P000063",2020,"TRN","6","answered",,"phone",1
"P000064",2020,"EMP","employed","answered",,"phone",1
"P000064",2020,"INC","2130","answered",,"phone",1
"P000064",2020,"LSAT","7","answered",,"phone",1
"P000064",2020,"TRN","7","answered",,"phone",1
"P000065",2020,"EMP","unemployed","answered",,"web",1
"P000065",2020,"INC",,"not_applicable","not_applicable","web",0
"P000065",2020,"LSAT","6","answered",,"web",1
"P000065",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000066",2020,"EMP","employed","answered",,"web",1
"P000066",2020,"INC","1790","answered",,"web",1
"P000066",2020,"LSAT","6","answered",,"web",1
"P000066",2020,"TRN","6","answered",,"web",1
"P000067",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000067",2020,"INC",,"not_applicable","not_applicable","web",0
"P000067",2020,"LSAT","7","answered",,"web",1
"P000067",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000068",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000068",2020,"INC",,"not_applicable","not_applicable","web",0
"P000068",2020,"LSAT","6","answered",,"web",1
"P000068",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000069",2020,"EMP","employed","answered",,"web",1
"P000069",2020,"INC","3710","answered",,"web",1
"P000069",2020,"LSAT","7","answered",,"web",1
"P000069",2020,"TRN","4","answered",,"web",1
"P000070",2020,"EMP","employed","answered",,"web",1
"P000070",2020,"INC","3910","answered",,"web",1
"P000070",2020,"LSAT","7","answered",,"web",1
"P000070",2020,"TRN","4","answered",,"web",1
"P000072",2020,"EMP","retired","answered",,"web",1
"P000072",2020,"INC",,"not_applicable","not_applicable","web",0
"P000072",2020,"LSAT","6","answered",,"web",1
"P000072",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000073",2020,"EMP","retired","answered",,"phone",1
"P000073",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000073",2020,"LSAT","7","answered",,"phone",1
"P000073",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000074",2020,"EMP","employed","answered",,"phone",1
"P000074",2020,"INC","1600","answered",,"phone",1
"P000074",2020,"LSAT","6","answered",,"phone",1
"P000074",2020,"TRN","3","answered",,"phone",1
"P000075",2020,"EMP","employed","answered",,"web",1
"P000075",2020,"INC","6160","answered",,"web",1
"P000075",2020,"LSAT","8","answered",,"web",1
"P000075",2020,"TRN","3","answered",,"web",1
"P000076",2020,"EMP","retired","answered",,"web",1
"P000076",2020,"INC",,"not_applicable","not_applicable","web",0
"P000076",2020,"LSAT","7","answered",,"web",1
"P000076",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000077",2020,"EMP","employed","answered",,"web",1
"P000077",2020,"INC","2710","answered",,"web",1
"P000077",2020,"LSAT","7","answered",,"web",1
"P000077",2020,"TRN","4","answered",,"web",1
"P000078",2020,"EMP","retired","answered",,"phone",1
"P000078",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000078",2020,"LSAT","6","answered",,"phone",1
"P000078",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000079",2020,"EMP","retired","answered",,"web",1
"P000079",2020,"INC",,"not_applicable","not_applicable","web",0
"P000079",2020,"LSAT","6","answered",,"web",1
"P000079",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000080",2020,"EMP","employed","answered",,"phone",1
"P000080",2020,"INC","2800","answered",,"phone",1
"P000080",2020,"LSAT","8","answered",,"phone",1
"P000080",2020,"TRN","2","answered",,"phone",1
"P000081",2020,"EMP","retired","answered",,"web",1
"P000081",2020,"INC",,"not_applicable","not_applicable","web",0
"P000081",2020,"LSAT","6","answered",,"web",1
"P000081",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000082",2020,"EMP","unemployed","answered",,"web",1
"P000082",2020,"INC",,"not_applicable","not_applicable","web",0
"P000082",2020,"LSAT","6","answered",,"web",1
"P000082",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000083",2020,"EMP","retired","answered",,"web",1
"P000083",2020,"INC",,"not_applicable","not_applicable","web",0
"P000083",2020,"LSAT","6","answered",,"web",1
"P000083",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000084",2020,"EMP","unemployed","answered",,"paper",1
"P000084",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000084",2020,"LSAT","5","answered",,"paper",1
"P000084",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000085",2020,"EMP","employed","answered",,"web",1
"P000085",2020,"INC","2240","answered",,"web",1
"P000085",2020,"LSAT","7","answered",,"web",1
"P000085",2020,"TRN","8","answered",,"web",1
"P000086",2020,"EMP","employed","answered",,"web",1
"P000086",2020,"INC","2400","answered",,"web",1
"P000086",2020,"LSAT","7","answered",,"web",1
"P000086",2020,"TRN","3","answered",,"web",1
"P000087",2020,"EMP","employed","answered",,"web",1
"P000087",2020,"INC","3310","answered",,"web",1
"P000087",2020,"LSAT","7","answered",,"web",1
"P000087",2020,"TRN","8","answered",,"web",1
"P000088",2020,"EMP","employed","answered",,"web",1
"P000088",2020,"INC",,"no_answer","no_answer","web",0
"P000088",2020,"LSAT","7","answered",,"web",1
"P000088",2020,"TRN","7","answered",,"web",1
"P000089",2020,"EMP","retired","answered",,"web",1
"P000089",2020,"INC",,"not_applicable","not_applicable","web",0
"P000089",2020,"LSAT","6","answered",,"web",1
"P000089",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000090",2020,"EMP","unemployed","answered",,"web",1
"P000090",2020,"INC",,"not_applicable","not_applicable","web",0
"P000090",2020,"LSAT","5","answered",,"web",1
"P000090",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000091",2020,"EMP","not_in_labor_force","answered",,"phone",1
"P000091",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000091",2020,"LSAT","6","answered",,"phone",1
"P000091",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000092",2020,"EMP","retired","answered",,"web",1
"P000092",2020,"INC",,"not_applicable","not_applicable","web",0
"P000092",2020,"LSAT","6","answered",,"web",1
"P000092",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000093",2020,"EMP","retired","answered",,"web",1
"P000093",2020,"INC",,"not_applicable","not_applicable","web",0
"P000093",2020,"LSAT","6","answered",,"web",1
"P000093",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000094",2020,"EMP","retired","answered",,"web",1
"P000094",2020,"INC",,"not_applicable","not_applicable","web",0
"P000094",2020,"LSAT","7","answered",,"web",1
"P000094",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000095",2020,"EMP","employed","answered",,"phone",1
"P000095",2020,"INC","1240","answered",,"phone",1
"P000095",2020,"LSAT","6","answered",,"phone",1
"P000095",2020,"TRN","6","answered",,"phone",1
"P000096",2020,"EMP","employed","answered",,"paper",1
"P000096",2020,"INC","1430","answered",,"paper",1
"P000096",2020,"LSAT","7","answered",,"paper",1
"P000096",2020,"TRN","12","answered",,"paper",1
"P000097",2020,"EMP","not_in_labor_force","answered",,"phone",1
"P000097",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000097",2020,"LSAT","6","answered",,"phone",1
"P000097",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000098",2020,"EMP","employed","answered",,"web",1
"P000098",2020,"INC","3770","answered",,"web",1
"P000098",2020,"LSAT","7","answered",,"web",1
"P000098",2020,"TRN","5","answered",,"web",1
"P000099",2020,"EMP","unemployed","answered",,"web",1
"P000099",2020,"INC",,"not_applicable","not_applicable","web",0
"P000099",2020,"LSAT","6","answered",,"web",1
"P000099",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000100",2020,"EMP","employed","answered",,"paper",1
"P000100",2020,"INC","1910","answered",,"paper",1
"P000100",2020,"LSAT","7","answered",,"paper",1
"P000100",2020,"TRN","4","answered",,"paper",1
"P000101",2020,"EMP","not_in_labor_force","answered",,"phone",1
"P000101",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000101",2020,"LSAT","5","answered",,"phone",1
"P000101",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000102",2020,"EMP","retired","answered",,"paper",1
"P000102",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000102",2020,"LSAT","6","answered",,"paper",1
"P000102",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000103",2020,"EMP","employed","answered",,"web",1
"P000103",2020,"INC","880","answered",,"web",1
"P000103",2020,"LSAT","6","answered",,"web",1
"P000103",2020,"TRN",,"no_answer","no_answer","web",0
"P000104",2020,"EMP","unemployed","answered",,"phone",1
"P000104",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000104",2020,"LSAT","6","answered",,"phone",1
"P000104",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000106",2020,"EMP","employed","answered",,"web",1
"P000106",2020,"INC","2010","answered",,"web",1
"P000106",2020,"LSAT","6","answered",,"web",1
"P000106",2020,"TRN","5","answered",,"web",1
"P000107",2020,"EMP","unemployed","answered",,"web",1
"P000107",2020,"INC",,"not_applicable","not_applicable","web",0
"P000107",2020,"LSAT","6","answered",,"web",1
"P000107",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000108",2020,"EMP","retired","answered",,"phone",1
"P000108",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000108",2020,"LSAT","6","answered",,"phone",1
"P000108",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000109",2020,"EMP","employed","answered",,"web",1
"P000109",2020,"INC","2700","answered",,"web",1
"P000109",2020,"LSAT","7","answered",,"web",1
"P000109",2020,"TRN","2","answered",,"web",1
"P000110",2020,"EMP","employed","answered",,"paper",1
"P000110",2020,"INC","5940","answered",,"paper",1
"P000110",2020,"LSAT","7","answered",,"paper",1
"P000110",2020,"TRN","6","answered",,"paper",1
"P000111",2020,"EMP","unemployed","answered",,"phone",1
"P000111",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000111",2020,"LSAT","5","answered",,"phone",1
"P000111",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000112",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000112",2020,"INC",,"not_applicable","not_applicable","web",0
"P000112",2020,"LSAT",,"no_answer","no_answer","web",0
"P000112",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000114",2020,"EMP","unemployed","answered",,"paper",1
"P000114",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000114",2020,"LSAT","6","answered",,"paper",1
"P000114",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000115",2020,"EMP","retired","answered",,"web",1
"P000115",2020,"INC",,"not_applicable","not_applicable","web",0
"P000115",2020,"LSAT","6","answered",,"web",1
"P000115",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000116",2020,"EMP","not_in_labor_force","answered",,"paper",1
"P000116",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000116",2020,"LSAT","7","answered",,"paper",1
"P000116",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000117",2020,"EMP","employed","answered",,"phone",1
"P000117",2020,"INC","1460","answered",,"phone",1
"P000117",2020,"LSAT","7","answered",,"phone",1
"P000117",2020,"TRN","2","answered",,"phone",1
"P000118",2020,"EMP","employed","answered",,"web",1
"P000118",2020,"INC","840","answered",,"web",1
"P000118",2020,"LSAT","6","answered",,"web",1
"P000118",2020,"TRN","6","answered",,"web",1
"P000119",2020,"EMP","employed","answered",,"web",1
"P000119",2020,"INC","3410","answered",,"web",1
"P000119",2020,"LSAT","7","answered",,"web",1
"P000119",2020,"TRN","5","answered",,"web",1
"P000120",2020,"EMP","unemployed","answered",,"paper",1
"P000120",2020,"INC",,"not_applicable","not_applicable","paper",0
"P000120",2020,"LSAT",,"no_answer","no_answer","paper",0
"P000120",2020,"TRN",,"not_applicable","not_applicable","paper",0
"P000121",2020,"EMP","retired","answered",,"phone",1
"P000121",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000121",2020,"LSAT","6","answered",,"phone",1
"P000121",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000122",2020,"EMP","retired","answered",,"web",1
"P000122",2020,"INC",,"not_applicable","not_applicable","web",0
"P000122",2020,"LSAT","6","answered",,"web",1
"P000122",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000123",2020,"EMP","not_in_labor_force","answered",,"web",1
"P000123",2020,"INC",,"not_applicable","not_applicable","web",0
"P000123",2020,"LSAT","6","answered",,"web",1
"P000123",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000124",2020,"EMP","retired","answered",,"web",1
"P000124",2020,"INC",,"not_applicable","not_applicable","web",0
"P000124",2020,"LSAT","7","answered",,"web",1
"P000124",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000126",2020,"EMP","not_in_labor_force","answered",,"phone",1
"P000126",2020,"INC",,"not_applicable","not_applicable","phone",0
"P000126",2020,"LSAT","6","answered",,"phone",1
"P000126",2020,"TRN",,"not_applicable","not_applicable","phone",0
"P000127",2020,"EMP","employed","answered",,"phone",1
"P000127",2020,"INC","2560","answered",,"phone",1
"P000127",2020,"LSAT",,"no_answer","no_answer","phone",0
"P000127",2020,"TRN","4","answered",,"phone",1
"P000128",2020,"EMP","unemployed","answered",,"web",1
"P000128",2020,"INC",,"not_applicable","not_applicable","web",0
"P000128",2020,"LSAT","6","answered",,"web",1
"P000128",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000129",2020,"EMP","retired","answered",,"web",1
"P000129",2020,"INC",,"not_applicable","not_applicable","web",0
"P000129",2020,"LSAT","7","answered",,"web",1
"P000129",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000130",2020,"EMP","retired","answered",,"web",1
"P000130",2020,"INC",,"not_applicable","not_applicable","web",0
"P000130",2020,"LSAT","6","answered",,"web",1
"P000130",2020,"TRN",,"not_applicable","not_applicable","web",0
"P000001",2021,"EMP","retired","answered",,"paper",1
"P000001",2021,"INC",,"not_applicable","not_applicable","paper",0
"P000001",2021,"LSAT","6","answered",,"paper",1
"P000001",2021,"TRN",,"not_applicable","not_applicable","paper",0
"P000002",2021,"EMP","employed","answered",,"phone",1
"P000002",2021,"INC","1830","answered",,"phone",1
"P000002",2021,"LSAT","7","answered",,"phone",1
"P000002",2021,"TRN","4","answered",,"phone",1
"P000003",2021,"EMP","employed","answered",,"phone",1
"P000003",2021,"INC","810","answered",,"phone",1
"P000003",2021,"LSAT","6","answered",,"phone",1
"P000003",2021,"TRN","9","answered",,"phone",1
"P000004",2021,"EMP","employed","answered",,"web",1
"P000004",2021,"INC","1100","answered",,"web",1
"P000004",2021,"LSAT","6","answered",,"web",1
"P000004",2021,"TRN","8","answered",,"web",1
"P000005",2021,"EMP","not_in_labor_force","answered",,"web",1
"P000005",2021,"INC",,"not_applicable","not_applicable","web",0
"P000005",2021,"LSAT","6","answered",,"web",1
"P000005",2021,"TRN",,"not_applicable","not_applicable","web",0
