"pid","wave","hid","age","employment_status","response_mode","response_status","moved_since_prior_wave","income_raw","income_final","income_imp","income_missing_code","person_xs_weight","long_weight_2019_2022"
"P000028",2021,"H0011",58,"employed","web","interviewed",0,2700,2700,0,,66.136356,87.219194
"P000029",2021,"H0011",33,"employed","web","interviewed",0,3820,3820,0,,66.136356,87.219194
"P000030",2021,"H0012",29,"unemployed","phone","interviewed",0,,0,0,"not_applicable",58.05338,76.55954
"P000031",2021,"H0012",68,"retired","web","interviewed",0,,0,0,"not_applicable",58.05338,
"P000032",2021,"H0013",64,"unemployed","paper","interviewed",0,,0,0,"not_applicable",103.424521,136.394018
"P000033",2021,"H0013",40,"unemployed","web","interviewed",0,,0,0,"not_applicable",103.424521,
"P000034",2021,"H0013",27,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",103.424521,136.394018
"P000035",2021,"H0014",57,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",78.938455,104.102325
"P000036",2021,"H0014",27,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",78.938455,104.102325
"P000038",2021,"H0015",47,"employed","web","interviewed",0,2760,2760,0,,95.168669,125.506379
"P000039",2021,"H0016",47,"employed","web","interviewed",0,1480,1480,0,,100.207223,132.151115
"P000041",2021,"H0017",70,"retired","phone","interviewed",0,,0,0,"not_applicable",101.19608,133.455198
"P000042",2021,"H0018",63,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",58.350632,76.95155
"P000043",2021,"H0019",20,"education","web","interviewed",0,,0,0,"not_applicable",70.850265,93.435795
"P000044",2021,"H0019",25,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",70.850265,93.435795
"P000045",2021,"H0019",73,"retired","web","interviewed",0,,0,0,"not_applicable",70.850265,93.435795
"P000046",2021,"H0019",20,"employed","web","interviewed",0,1340,1340,0,,70.850265,93.435795
"P000047",2021,"H0020",80,"retired","web","interviewed",0,,0,0,"not_applicable",61.18961,80.695532
"P000048",2021,"H0020",61,"employed","phone","interviewed",0,1940,1940,0,,61.18961,80.695532
"P000049",2021,"H0021",29,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",59.373587,78.300601
"P000050",2021,"H0022",80,"retired","paper","interviewed",0,,0,0,"not_applicable",67.40025,88.885989
"P000051",2021,"H0022",49,"unemployed","web","interviewed",0,,0,0,"not_applicable",67.40025,88.885989
"P000052",2021,"H0022",53,"employed","web","interviewed",0,1000,1000,0,,67.40025,88.885989
"P000053",2021,"H0023",58,"employed","phone","interviewed",0,4150,4150,0,,75.082755,99.017511
"P000054",2021,"H0023",33,"employed","web","interviewed",0,1510,1510,0,,75.082755,99.017511
"P000055",2021,"H0024",62,"employed","web","interviewed",0,2080,2080,0,,103.537696,136.54327
"P000056",2021,"H0024",28,"employed","phone","interviewed",0,1310,1310,0,,103.537696,136.54327
"P000060",2021,"H0026",26,"employed","phone","interviewed",0,840,840,0,,60.20763,79.400518
"P000061",2021,"H0026",57,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",60.20763,79.400518
"P000063",2021,"H0027",22,"education","web","interviewed",0,,0,0,"not_applicable",66.084171,87.150373
"P000064",2021,"H0028",32,"employed","web","interviewed",0,4030,4030,0,,55.890932,73.70775
"P000066",2021,"H0029",33,"employed","web","interviewed",0,2360,2360,0,,71.444574,94.219556
"P000067",2021,"H0029",49,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",71.444574,94.219556
"P000068",2021,"H0030",55,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",61.829063,81.538828
"P000069",2021,"H0030",44,"employed","web","interviewed",0,1020,1020,0,,61.829063,81.538828
"P000070",2021,"H0031",26,"employed","web","interviewed",0,3070,3070,0,,59.247197,78.13392
"P000072",2021,"H0032",80,"retired","web","interviewed",0,,0,0,"not_applicable",70.547941,93.037096
"P000073",2021,"H0032",71,"retired","phone","interviewed",0,,0,0,"not_applicable",70.547941,93.037096
"P000074",2021,"H0033",40,"employed","phone","interviewed",0,2250,2250,0,,83.28962,109.840546
"P000075",2021,"H0034",55,"employed","web","interviewed",0,3230,3230,0,,69.234148,91.304495
"P000076",2021,"H0034",72,"retired","web","interviewed",0,,0,0,"not_applicable",69.234148,91.304495
"P000077",2021,"H0034",22,"employed","web","interviewed",0,1970,1970,0,,69.234148,91.304495
"P000078",2021,"H0034",76,"retired","phone","interviewed",0,,0,0,"not_applicable",69.234148,91.304495
"P000080",2021,"H0035",39,"employed","phone","interviewed",0,2360,2360,0,,72.292211,95.337402
"P000081",2021,"H0036",79,"retired","web","interviewed",0,,0,0,"not_applicable",73.550849,
"P000082",2021,"H0036",65,"employed","web","interviewed",0,3230,3230,0,,73.550849,96.997266
"P000083",2021,"H0036",77,"retired","web","interviewed",0,,0,0,"not_applicable",73.550849,
"P000084",2021,"H0036",28,"unemployed","paper","interviewed",0,,0,0,"not_applicable",73.550849,96.997266
"P000086",2021,"H0038",26,"employed","web","interviewed",0,2760,2760,0,,94.878319,125.123471
"P000088",2021,"H0038",34,"employed","web","interviewed",0,2720,2720,0,,94.878319,125.123471
"P000089",2021,"H0038",77,"retired","web","interviewed",0,,0,0,"not_applicable",94.878319,125.123471
"P000090",2021,"H0039",46,"unemployed","web","interviewed",0,,0,0,"not_applicable",70.758222,93.31441
"P000093",2021,"H0041",74,"retired","web","interviewed",0,,0,0,"not_applicable",97.813775,128.994688
"P000094",2021,"H0041",79,"retired","web","interviewed",0,,0,0,"not_applicable",97.813775,128.994688
"P000095",2021,"H0042",50,"employed","phone","interviewed",0,1190,1190,0,,57.897504,76.353975
"P000097",2021,"H0044",31,"unemployed","phone","interviewed",0,,0,0,"not_applicable",77.407804,102.083735
"P000098",2021,"H0045",30,"employed","web","interviewed",0,,1900,1,"no_answer",91.150497,120.207301
"P000099",2021,"H0045",37,"unemployed","web","interviewed",0,,0,0,"not_applicable",91.150497,120.207301
"P000100",2021,"H0046",61,"employed","paper","interviewed",0,1840,1840,0,,85.414109,
"P000101",2021,"H0047",26,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",79.061242,104.264253
"P000102",2021,"H0047",79,"retired","paper","interviewed",0,,0,0,"not_applicable",79.061242,104.264253
"P000103",2021,"H0048",31,"employed","web","interviewed",0,1240,1240,0,,100.325526,132.30713
"P000104",2021,"H0048",54,"unemployed","web","interviewed",0,,0,0,"not_applicable",100.325526,132.30713
"P000106",2021,"H0049",65,"employed","web","interviewed",0,1850,1850,0,,84.802305,111.835442
"P000107",2021,"H0050",67,"retired","web","interviewed",0,,0,0,"not_applicable",71.19136,93.885623
"P000108",2021,"H0050",77,"retired","phone","interviewed",0,,0,0,"not_applicable",71.19136,93.885623
"P000109",2021,"H0051",28,"employed","web","interviewed",0,1920,1920,0,,56.065036,73.937356
"P000110",2021,"H0051",46,"employed","paper","interviewed",0,6450,6450,0,,56.065036,73.937356
"P000111",2021,"H0051",26,"unemployed","phone","interviewed",0,,0,0,"not_applicable",56.065036,73.937356
"P000112",2021,"H0052",28,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",63.761979,84.087916
"P000114",2021,"H0053",43,"employed","paper","interviewed",0,3400,3400,0,,57.896601,76.352784
"P000115",2021,"H0053",70,"retired","web","interviewed",0,,0,0,"not_applicable",57.896601,76.352784
"P000116",2021,"H0054",63,"unemployed","paper","interviewed",0,,0,0,"not_applicable",68.00792,89.687371
"P000117",2021,"H0055",35,"employed","phone","interviewed",0,1420,1420,0,,84.50533,111.443799
"P000118",2021,"H0055",56,"employed","web","interviewed",0,1510,1510,0,,84.50533,111.443799
"P000119",2021,"H0056",41,"unemployed","web","interviewed",0,,0,0,"not_applicable",55.492088,73.181764
"P000120",2021,"H0056",45,"unemployed","paper","interviewed",0,,0,0,"not_applicable",55.492088,73.181764
"P000121",2021,"H0056",72,"retired","web","interviewed",0,,0,0,"not_applicable",55.492088,73.181764
"P000122",2021,"H0057",71,"retired","web","interviewed",0,,0,0,"not_applicable",98.229839,129.543384
"P000123",2021,"H0058",42,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",68.618626,
"P000124",2021,"H0058",68,"retired","web","interviewed",0,,0,0,"not_applicable",68.618626,90.492757
"P000126",2021,"H0058",47,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",68.618626,90.492757
"P000127",2021,"H0059",43,"employed","web","interviewed",0,4180,4180,0,,84.212749,111.057949
"P000128",2021,"H0059",52,"unemployed","web","interviewed",0,,0,0,"not_applicable",84.212749,111.057949
"P000130",2021,"H0060",71,"retired","web","interviewed",0,,0,0,"not_applicable",74.134786,97.767349
"P000131",2021,"H0061",46,"employed","phone","interviewed",0,1410,1410,0,,57.496212,
"P000132",2021,"H0061",46,"unemployed","web","interviewed",0,,0,0,"not_applicable",57.496212,
"P000133",2021,"H0061",18,"education","web","interviewed",0,,0,0,"not_applicable",57.496212,
"P000134",2021,"H0061",29,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",57.496212,
"P000135",2021,"H0062",23,"education","phone","interviewed",0,,0,0,"not_applicable",93.97345,
"P000136",2021,"H0062",24,"employed","web","interviewed",0,2550,2550,0,,93.97345,
"P000137",2021,"H0063",51,"employed","paper","interviewed",0,4080,4080,0,,75.484155,
"P000138",2021,"H0064",38,"employed","web","interviewed",0,4080,4080,0,,80.56396,
"P000139",2021,"H0064",65,"employed","web","interviewed",0,2420,2420,0,,80.56396,
"P000140",2021,"H0065",64,"employed","phone","interviewed",0,1690,1690,0,,65.794138,
"P000141",2021,"H0066",23,"education","web","interviewed",0,,0,0,"not_applicable",56.745184,
"P000142",2021,"H0066",42,"employed","web","interviewed",0,1900,1900,0,,56.745184,
"P000143",2021,"H0067",41,"employed","web","interviewed",0,1170,1170,0,,80.661095,
"P000144",2021,"H0067",60,"employed","phone","interviewed",0,3060,3060,0,,80.661095,
"P000145",2021,"H0067",32,"employed","web","interviewed",0,3080,3080,0,,80.661095,
"P000146",2021,"H0068",52,"employed","web","interviewed",0,1050,1050,0,,73.816166,
"P000147",2021,"H0068",43,"employed","web","interviewed",0,1980,1980,0,,73.816166,
"P000148",2021,"H0068",48,"employed","paper","interviewed",0,1140,1140,0,,73.816166,
"P000149",2021,"H0068",75,"retired","paper","interviewed",0,,0,0,"not_applicable",73.816166,
"P000150",2021,"H0069",72,"retired","web","interviewed",0,,0,0,"not_applicable",57.592009,
"P000151",2021,"H0069",72,"retired","phone","interviewed",0,,0,0,"not_applicable",57.592009,
"P000152",2021,"H0070",57,"employed","web","interviewed",0,1740,1740,0,,61.644368,
"P000153",2021,"H0070",43,"unemployed","paper","interviewed",0,,0,0,"not_applicable",61.644368,
"P000154",2021,"H0071",63,"employed","phone","interviewed",0,1900,1900,0,,93.642212,
"P000155",2021,"H0072",69,"retired","web","interviewed",0,,0,0,"not_applicable",61.516075,
"P000001",2022,"H0001",70,"retired","paper","interviewed",0,,0,0,"not_applicable",98.425143,117.60683
"P000002",2022,"H0001",35,"employed","web","interviewed",0,1880,1880,0,,98.425143,117.60683
"P000003",2022,"H0001",21,"employed","web","interviewed",0,1090,1090,0,,98.425143,117.60683
"P000004",2022,"H0001",31,"employed","web","interviewed",0,1050,1050,0,,98.425143,117.60683
"P000005",2022,"H0002",58,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",66.983952,80.038189
"P000006",2022,"H0003",68,"retired","web","interviewed",0,,0,0,"not_applicable",61.598809,73.603557
"P000007",2022,"H0003",24,"employed","web","interviewed",0,1030,1030,0,,61.598809,73.603557
"P000008",2022,"H0004",78,"retired","web","interviewed",0,,0,0,"not_applicable",66.759401,79.769877
"P000009",2022,"H0004",51,"employed","web","interviewed",0,1890,1890,0,,66.759401,79.769877
"P000010",2022,"H0004",71,"retired","web","interviewed",0,,0,0,"not_applicable",66.759401,79.769877
"P000011",2022,"H0073",21,"education","web","interviewed",0,,0,0,"not_applicable",82.696183,98.812515
"P000012",2022,"H0005",64,"employed","web","interviewed",0,2970,2970,0,,82.696183,98.812515
"P000013",2022,"H0005",59,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",82.696183,98.812515
"P000014",2022,"H0006",38,"unemployed","phone","interviewed",0,,0,0,"not_applicable",108.781337,129.981301
"P000015",2022,"H0007",72,"retired","paper","interviewed",0,,0,0,"not_applicable",79.265978,94.713811
"P000017",2022,"H0008",70,"retired","web","interviewed",0,,0,0,"not_applicable",68.309422,81.621975
"P000018",2022,"H0008",66,"unemployed","web","interviewed",0,,0,0,"not_applicable",68.309422,81.621975
"P000019",2022,"H0008",74,"retired","web","interviewed",0,,0,0,"not_applicable",68.309422,81.621975
"P000021",2022,"H0009",79,"retired","web","interviewed",0,,0,0,"not_applicable",70.642925,84.410246
"P000022",2022,"H0009",50,"employed","web","interviewed",0,,2050,1,"no_answer",70.642925,84.410246
"P000024",2022,"H0010",39,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",70.663856,84.435256
"P000025",2022,"H0074",31,"unemployed","web","interviewed",0,,0,0,"not_applicable",70.663856,84.435256
"P000026",2022,"H0010",79,"retired","web","interviewed",0,,0,0,"not_applicable",70.663856,84.435256
"P000027",2022,"H0010",47,"employed","web","interviewed",0,4160,4160,0,,70.663856,84.435256
"P000028",2022,"H0011",59,"employed","web","interviewed",0,3560,3560,0,,72.993734,87.219194
"P000029",2022,"H0075",34,"employed","web","interviewed",1,4740,4740,0,,72.993734,87.219194
"P000030",2022,"H0012",30,"unemployed","phone","interviewed",0,,0,0,"not_applicable",64.07267,76.55954
"P000032",2022,"H0013",65,"employed","paper","interviewed",0,6720,6720,0,,114.148138,136.394018
"P000034",2022,"H0013",28,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",114.148138,136.394018
"P000035",2022,"H0014",58,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",87.123224,104.102325
"P000036",2022,"H0014",28,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",87.123224,104.102325
"P000038",2022,"H0015",48,"employed","web","interviewed",0,3600,3600,0,,105.036275,125.506379
"P000039",2022,"H0016",48,"employed","web","interviewed",0,2290,2290,0,,110.597254,132.151115
"P000041",2022,"H0017",71,"retired","phone","interviewed",0,,0,0,"not_applicable",111.68864,133.455198
"P000042",2022,"H0018",64,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",64.400744,76.95155
"P000043",2022,"H0019",21,"employed","web","interviewed",0,1610,1610,0,,78.196406,93.435795
"P000044",2022,"H0019",26,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",78.196406,93.435795
"P000045",2022,"H0019",74,"retired","web","interviewed",0,,0,0,"not_applicable",78.196406,93.435795
"P000046",2022,"H0019",21,"employed","web","interviewed",0,1610,1610,0,,78.196406,93.435795
"P000047",2022,"H0020",81,"retired","web","interviewed",0,,0,0,"not_applicable",67.534082,80.695532
"P000048",2022,"H0020",62,"employed","web","interviewed",0,2240,2240,0,,67.534082,80.695532
"P000049",2022,"H0021",30,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",65.529764,78.300601
"P000050",2022,"H0022",81,"retired","paper","interviewed",0,,0,0,"not_applicable",74.388675,88.885989
"P000051",2022,"H0022",50,"unemployed","web","interviewed",0,,0,0,"not_applicable",74.388675,88.885989
"P000052",2022,"H0022",54,"employed","web","interviewed",0,,2050,1,"no_answer",74.388675,88.885989
"P000053",2022,"H0023",59,"employed","web","interviewed",0,3710,3710,0,,82.867744,99.017511
"P000054",2022,"H0023",34,"employed","web","interviewed",0,1420,1420,0,,82.867744,99.017511
"P000055",2022,"H0024",63,"employed","web","interviewed",0,2050,2050,0,,114.273048,136.54327
"P000056",2022,"H0024",29,"employed","web","interviewed",0,1100,1100,0,,114.273048,136.54327
"P000060",2022,"H0026",27,"employed","web","interviewed",0,980,980,0,,66.450285,79.400518
"P000061",2022,"H0026",58,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",66.450285,79.400518
"P000063",2022,"H0027",23,"employed","web","interviewed",0,5710,5710,0,,72.936138,87.150373
"P000064",2022,"H0028",33,"employed","web","interviewed",0,3410,3410,0,,61.686008,73.70775
"P000066",2022,"H0029",34,"employed","web","interviewed",0,4400,4400,0,,78.852336,94.219556
"P000067",2022,"H0029",50,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",78.852336,94.219556
"P000068",2022,"H0030",56,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",68.239836,81.538828
"P000069",2022,"H0030",45,"employed","web","interviewed",0,1570,1570,0,,68.239836,81.538828
"P000070",2022,"H0031",27,"employed","web","interviewed",0,2730,2730,0,,65.390269,78.13392
"P000072",2022,"H0032",81,"retired","web","interviewed",0,,0,0,"not_applicable",77.862735,93.037096
"P000073",2022,"H0032",72,"retired","phone","interviewed",0,,0,0,"not_applicable",77.862735,93.037096
"P000074",2022,"H0033",41,"employed","web","interviewed",0,2120,2120,0,,91.925541,109.840546
"P000075",2022,"H0034",56,"employed","web","interviewed",0,3730,3730,0,,76.412722,91.304495
"P000076",2022,"H0034",73,"retired","web","interviewed",0,,0,0,"not_applicable",76.412722,91.304495
"P000077",2022,"H0076",23,"employed","web","interviewed",1,3580,3580,0,,76.412722,91.304495
"P000078",2022,"H0034",77,"retired","web","interviewed",0,,0,0,"not_applicable",76.412722,91.304495
"P000080",2022,"H0035",40,"employed","phone","interviewed",0,1300,1300,0,,79.787861,95.337402
"P000082",2022,"H0036",66,"employed","web","interviewed",0,3560,3560,0,,81.177002,96.997266
"P000084",2022,"H0077",29,"unemployed","paper","interviewed",1,,0,0,"not_applicable",81.177002,96.997266
"P000086",2022,"H0038",27,"employed","web","interviewed",0,3260,3260,0,,104.715819,125.123471
"P000088",2022,"H0038",35,"employed","web","interviewed",0,2250,2250,0,,104.715819,125.123471
"P000089",2022,"H0038",78,"retired","web","interviewed",0,,0,0,"not_applicable",104.715819,125.123471
"P000090",2022,"H0039",47,"employed","web","interviewed",0,2740,2740,0,,78.09482,93.31441
"P000093",2022,"H0041",75,"retired","web","interviewed",0,,0,0,"not_applicable",107.95564,128.994688
"P000094",2022,"H0041",80,"retired","web","interviewed",0,,0,0,"not_applicable",107.95564,128.994688
"P000095",2022,"H0042",51,"employed","web","interviewed",0,1150,1150,0,,63.900633,76.353975
"P000097",2022,"H0044",32,"unemployed","phone","interviewed",0,,0,0,"not_applicable",85.433866,102.083735
"P000098",2022,"H0045",31,"unemployed","web","interviewed",0,,0,0,"not_applicable",100.601477,120.207301
"P000099",2022,"H0045",38,"unemployed","web","interviewed",0,,0,0,"not_applicable",100.601477,120.207301
"P000101",2022,"H0078",27,"not_in_labor_force","phone","interviewed",1,,0,0,"not_applicable",87.258742,104.264253
"P000102",2022,"H0047",80,"retired","paper","interviewed",0,,0,0,"not_applicable",87.258742,104.264253
"P000103",2022,"H0048",32,"employed","web","interviewed",0,1490,1490,0,,110.727823,132.30713
"P000104",2022,"H0048",55,"unemployed","web","interviewed",0,,0,0,"not_applicable",110.727823,132.30713
"P000106",2022,"H0049",66,"employed","web","interviewed",0,2350,2350,0,,93.595069,111.835442
"P000107",2022,"H0050",68,"retired","web","interviewed",0,,0,0,"not_applicable",78.572868,93.885623
"P000108",2022,"H0050",78,"retired","phone","interviewed",0,,0,0,"not_applicable",78.572868,93.885623
"P000109",2022,"H0051",29,"employed","web","interviewed",0,1810,1810,0,,61.878165,73.937356
"P000110",2022,"H0051",47,"employed","paper","interviewed",0,5760,5760,0,,61.878165,73.937356
"P000111",2022,"H0051",27,"unemployed","phone","interviewed",0,,0,0,"not_applicable",61.878165,73.937356
"P000112",2022,"H0079",29,"not_in_labor_force","web","interviewed",1,,0,0,"not_applicable",70.373168,84.087916
"P000114",2022,"H0053",44,"unemployed","paper","interviewed",0,,0,0,"not_applicable",63.899636,76.352784
"P000115",2022,"H0053",71,"retired","web","interviewed",0,,0,0,"not_applicable",63.899636,76.352784
"P000116",2022,"H0054",64,"not_in_labor_force","paper","interviewed",0,,0,0,"not_applicable",75.059351,89.687371
"P000117",2022,"H0055",36,"employed","phone","interviewed",0,1800,1800,0,,93.267303,111.443799
"P000118",2022,"H0055",57,"employed","web","interviewed",0,1690,1690,0,,93.267303,111.443799
"P000119",2022,"H0056",42,"unemployed","web","interviewed",0,,0,0,"not_applicable",61.24581,73.181764
"P000120",2022,"H0056",46,"not_in_labor_force","paper","interviewed",0,,0,0,"not_applicable",61.24581,73.181764
"P000121",2022,"H0056",73,"retired","web","interviewed",0,,0,0,"not_applicable",61.24581,73.181764
"P000122",2022,"H0057",72,"retired","web","interviewed",0,,0,0,"not_applicable",108.414844,129.543384
"P000124",2022,"H0058",69,"retired","web","interviewed",0,,0,0,"not_applicable",75.733379,90.492757
"P000126",2022,"H0058",48,"not_in_labor_force","web","interviewed",0,,0,0,"not_applicable",75.733379,90.492757
"P000127",2022,"H0059",44,"employed","web","interviewed",0,3520,3520,0,,92.944385,111.057949
"P000128",2022,"H0059",53,"unemployed","web","interviewed",0,,0,0,"not_applicable",92.944385,111.057949
"P000130",2022,"H0060",72,"retired","web","interviewed",0,,0,0,"not_applicable",81.821484,97.767349
"P000131",2022,"H0061",47,"employed","phone","interviewed",0,1350,1350,0,,63.457732,
"P000132",2022,"H0061",47,"unemployed","web","interviewed",0,,0,0,"not_applicable",63.457732,
"P000134",2022,"H0061",30,"not_in_labor_force","phone","interviewed",0,,0,0,"not_applicable",63.457732,
"P000135",2022,"H0062",24,"unemployed","phone","interviewed",0,,0,0,"not_applicable",103.717129,
"P000137",2022,"H0063",52,"employed","paper","interviewed",0,3960,3960,0,,83.310764,
"P000138",2022,"H0064",39,"employed","web","interviewed",0,2400,2400,0,,88.91727,
"P000139",2022,"H0064",66,"employed","web","interviewed",0,3280,3280,0,,88.91727,
"P000140",2022,"H0065",65,"employed","phone","interviewed",0,1620,1620,0,,72.616033,
"P000141",2022,"H0066",24,"unemployed","web","interviewed",0,,0,0,"not_applicable",62.628834,
"P000142",2022,"H0066",43,"employed","web","interviewed",0,1040,1040,0,,62.628834,
"P000143",2022,"H0067",42,"employed","web","interviewed",0,2560,2560,0,,89.024476,
"P000144",2022,"H0067",61,"employed","web","interviewed",0,2100,2100,0,,89.024476,
"P000145",2022,"H0067",33,"employed","web","interviewed",0,2010,2010,0,,89.024476,
"P000147",2022,"H0068",44,"employed","web","interviewed",0,2060,2060,0,,81.469828,
"P000148",2022,"H0068",49,"employed","paper","interviewed",0,,2050,1,"no_answer",81.469828,
"P000149",2022,"H0068",76,"retired","paper","interviewed",0,,0,0,"not_applicable",81.469828,
"P000150",2022,"H0069",73,"retired","web","interviewed",0,,0,0,"not_applicable",63.563462,
"P000151",2022,"H0069",73,"retired","phone","interviewed",0,,0,0,"not_applicable",63.563462,
"P000152",2022,"H0070",58,"employed","web","interviewed",0,2320,2320,0,,68.035992,
"P000154",2022,"H0071",64,"employed","web","interviewed",0,1140,1140,0,,103.351546,
"P000155",2022,"H0072",70,"retired","web","interviewed",0,,0,0,"not_applicable",67.894397,
"P000001",2019,"H0001",67,"retired","paper","interviewed",0,,0,0,"not_applicable",92.445012,117.60683
